"ID","Requisito generado","Artículo/Fuente","¿Extraído correctamente?","Nivel de fidelidad","Tipo de error (si aplica)","Justificación/Comentarios","Porcentaje de calidad","legibility_score","ambiguous_terms"
"SEC-CAT-BAC-001","The application will implement and apply dual access control prior to deleting users, medical records.","NIST SP 800-53 Rev.5 AC-3, HIPAA 45 CFR §164.312(a)(1), ISO/IEC 27002:2022 5.15","Sí","Alta","","Requisito coherente con el principio de control de acceso obligatorio antes de acciones críticas. Cumple fidelidad normativa.","45.0","23.74889000000001","[]"
"SEC-CAT-BAC-002","The application must incorporate robust access control mechanisms to prevent circumvention of access control checks by manipulating the URL.","OWASP A01:2021, CWE-639, NIST SP 800-53 AC-4, AC-6(1)","Sí","Alta","","Evita control de acceso roto por manipulación. Alineado con OWASP A01 y control de flujo NIST.","45.0","21.970265625000035","[]"
"SEC-CAT-BAC-003","The application must implement security measures to prevent the elevation of privileges.","OWASP A01:2021, NIST SP 800-53 AC-2(4), ISO/IEC 27002:2022 5.18","Sí","Alta","","El requerimiento cubre controles para evitar escaladas de privilegios. Fidelidad clara.","45.0","24.82241882352945","[]"
"SEC-CAT-BAC-004","The application must enforce strict and flexible access controls for authorized users, preventing unauthorized access to the API.","NIST SP 800-53 AC-3, AC-6, ISO/IEC 27002:2022 5.17","Sí","Alta","","El requisito refleja el principio de acceso mínimo y control API, normativamente sólido.","43.0","14.986685000000008","[]"
"SEC-CAT-BAC-005","The application must prevent unauthorized access to data processing devices and assign roles to protect ePHI.","HIPAA §164.312(a)(1), NIST SP 800-53 AC-2, AC-19","Sí","Alta","","Alineado con HIPAA y NIST para control físico y lógico de acceso a ePHI.","45.0","13.65732500000002","[]"
"SEC-CAT-BAC-006","The system must allow users to be assigned to workgroups and grant access based on these groups.","ISO/IEC 27002:2022 5.18, NIST SP 800-53 AC-2(7), SIREN: Control de acceso basado en roles","Sí","Alta","","Cubre control de acceso por grupos/roles, compatible con SIREN y NIST.","45.0","63.5959775","[]"
"SEC-CAT-BAC-007","The system must implement measures to control who uses the system by authenticating with individual and then group authenticators.","NIST SP 800-53 IA-2, IA-8, ISO/IEC 27002:2022 5.15","Sí","Alta","","Describe doble autenticación progresiva, alineada con controles de identificación.","43.0","7.8442335714286","[]"
"SEC-CAT-BAC-008","The system is required to establish a formal process for user registration and deregistration.","ISO/IEC 27002:2022 5.17, NIST SP 800-53 AC-2, SIREN","Sí","Alta","","Fuerte correspondencia con estándares para el ciclo de vida de cuentas.","45.0","30.91718807692311","[]"
"SEC-CAT-CRF-001","The system must implement a robust FIPS-validated cryptographic infrastructure.","HIPAA §164.312(e)(1), FIPS 140-2, NIST SP 800-53 SC-12","Sí","Alta","","Alineado con estándares FIPS para cifrado obligatorio en ePHI.","39.9","-25.49999999999997","[]"
"SEC-CAT-CRF-002","The application must ensure security of ePHI during transmission.","HIPAA §164.312(e)(1), NIST SP 800-53 SC-12, SC-13","Sí","Alta","","Correctamente refleja controles de transmisión segura para ePHI.","43.0","0.0","[]"
"SEC-CAT-CRF-003","The application must ensure secure storage of the session identifier, ensuring that at no time is the generated session ID included in requests via the URL.","OWASP A07:2021, NIST SP 800-53 SC-23, ISO/IEC 27002:2022 8.26","Sí","Alta","","Prevención de exposición de identificadores de sesión mediante URL. Práctica de seguridad esencial.","43.0","27.80325730769234","['secure']"
"SEC-CAT-CRF-004","The application must ensure message encryption when the SessionIndex is linked to privacy data.","NIST SP 800-53 SC-12, SC-13, ISO/IEC 27002:2022 10.1","Sí","Alta","","Protección del índice de sesión vinculado a datos personales mediante cifrado. Correcta alineación.","43.0","41.68375357142859","[]"
"SEC-CAT-CRF-005","The application must exclusively store cryptographic representations of passwords, following best practices and using FIPS-validated cryptographic modules.","HIPAA §164.312(d), NIST SP 800-53 IA-5(1), FIPS 140-2","Sí","Alta","","Requisito bien redactado que exige uso de hash seguro y cumplimiento con FIPS.","38.12","-24.408235294117617","[]"
"SEC-CAT-INJ-001","The application must implement data entry validation measures before storing them to guarantee the integrity and security of the information.","OWASP A03:2021, CWE-20, ISO/IEC 27002:2022 8.28","Sí","Alta","","Buena práctica contra inyecciones. Obligatoriedad normativa y técnica clara.","44.43","-2.870714285714257","[]"
"SEC-CAT-INJ-002","The application must be secure against SQL injection attacks.","OWASP A03:2021, CWE-89, NIST SP 800-53 SI-10","Sí","Alta","","Requisito esencial en la prevención de inyecciones SQL. Correctamente alineado.","45.0","12.968937500000022","['secure']"
"SEC-CAT-INJ-003","The application must implement effective restrictions on the types of files that users can upload.","OWASP A08:2021, CWE-434, ISO/IEC 27002:2022 8.30","Sí","Alta","","Control adecuado de cargas de archivos. Alineación clara con riesgos identificados.","45.0","26.66310935483873","[]"
"SEC-CAT-INJ-004","The application must implement protection measures against command injections.","OWASP A03:2021, CWE-77, NIST SP 800-53 SI-10","Sí","Alta","","Describe control contra comandos maliciosos. Claramente normativo.","45.0","0.474117647058847","[]"
"SEC-CAT-INJ-005","The application must implement protection measures against Cross-Site Scripting (XSS) vulnerabilities.","OWASP A03:2021, CWE-79, ISO/IEC 27002:2022 8.28","Sí","Alta","","XSS es una de las principales amenazas web. El requisito es válido y bien alineado.","44.1","-4.50235294117644","[]"
"SEC-CAT-INJ-006","The application must implement an information output validation mechanism for reporting and data tables listing.","ISO/IEC 27002:2022 8.28, SIREN: validación de salida","Sí","Alta","","Validación de salida esencial para prevenir fugas o XSS. Apoya trazabilidad normativa.","43.0","0.0","[]"
"SEC-CAT-IND-001","The system must ensure that data is only processed following the directives provided in the data flow control.","ISO/IEC 27002:2022 5.1, ISO 27799:2016, HIPAA §164.308(a)(3)","Sí","Alta","","Describe control de tratamiento de datos conforme a flujos definidos. Correcto normativamente.","43.0","48.72180500000001","[]"
"SEC-CAT-IND-002","The system must implement measures to prevent unauthorized and involuntary transfer of information through shared system resources.","NIST SP 800-53 SC-4, ISO/IEC 27002:2022 8.11","Sí","Alta","","Corresponde a la protección contra canales encubiertos y fuga de información por recursos compartidos.","43.0","17.678695294117656","[]"
"SEC-CAT-IND-003","The application must show a system of use of the system and privacy notification before granting access.","NIST SP 800-53 PL-4, AC-8, ISO/IEC 27002:2022 5.29","Sí","Alta","","Cumple con la obligación de informar al usuario de condiciones de uso y monitoreo.","43.0","34.789105663265325","[]"
"SEC-CAT-IND-004","The system must generate error messages that provide the user with the information necessary for corrective actions without revealing exploitable details.","OWASP A01:2021, CWE-209, NIST SP 800-53 SI-11","Sí","Alta","","Control esencial para evitar la fuga de información técnica crítica mediante mensajes de error.","43.0","23.777600000000035","[]"
"SEC-CAT-IND-005","The application must physically or logically separate the functionality of the user from system management.","NIST SP 800-53 SC-2, AC-6, ISO/IEC 27002:2022 8.1","Sí","Alta","","Segmentación de funciones es una medida fundamental de seguridad.","43.0","0.0","[]"
"SEC-CAT-IND-006","The application should be designed not to use emerging or non-categorized mobile code.","NIST SP 800-53 SC-18, ISO/IEC 27002:2022 8.24","Sí","Alta","","Móvil code emergente sin control puede generar riesgos importantes. Alineado con buenas prácticas.","45.0","37.455384615384645","[]"
"SEC-CAT-IND-007","The application should not contain authentication data in its code or configuration files.","OWASP A07:2021, CWE-798, ISO/IEC 27002:2022 8.5","Sí","Alta","","Autenticación embebida compromete la seguridad. Buen enfoque preventivo.","43.0","12.145265000000038","[]"
"SEC-CAT-IND-008","The application should not write sensitive data in the application records.","NIST SP 800-53 AU-9, ISO/IEC 27002:2022 8.31","Sí","Alta","","Evita la exposición accidental de datos sensibles. Correctamente alineado con registros de auditoría.","45.0","37.31694153846156","[]"
"SEC-CAT-IND-009","The application should not unnecessarily store sensitive information in hidden fields.","PCI DSS Req. 3, OWASP A01:2021, ISO/IEC 27002:2022 8.7","Sí","Alta","","Ocultar datos sensibles en campos HTML es una práctica insegura. Requisito correcto.","43.0","28.48108808139536","[]"
"SEC-CAT-IND-010","The application must ensure that config/control files are not stored in the same directory as user data.","OWASP A05:2021, NIST SP 800-53 CM-5(3), ISO/IEC 27002:2022 8.9","Sí","Alta","","Separación de configuración y datos evita ataques por mal aislamiento. Bien definido.","43.0","30.767528000000013","[]"
"SEC-CAT-IND-011","The application should not be housed on a general-purpose server if designated critical.","NIST SP 800-53 SC-39, ISO/IEC 27002:2022 5.34","Sí","Alta","","Asegura alta disponibilidad y reduce superficies de ataque. Correctamente justificado.","43.0","8.875000000000028","[]"
"SEC-CAT-IND-012","The application must implement an adequate limitation of access routes to prevent malicious route manipulation that can lead to unauthorized revelation of files or directories.","OWASP A01:2021, CWE-22, ISO/IEC 27002:2022 8.9","Sí","Alta","","Alineado con mitigación de Path Traversal. Buen requisito preventivo.","45.0","12.955844000000017","[]"
"SEC-CAT-IND-013","The application must be protected against vulnerabilities of canonical representation.","CWE-180, CWE-179, NIST SP 800-53 SI-10","Sí","Alta","","Canonización de entradas evita saltos de validación por encoding maliciosos.","43.0","7.556450000000022","[]"
"SEC-CAT-IND-014","The application must incorporate a 'safe failure' approach through safe error management.","NIST SP 800-53 SI-11, ISO/IEC 27002:2022 8.32","Sí","Alta","","La gestión de fallos segura es una práctica clave de defensa en profundidad.","43.0","16.51875500000003","[]"
"SEC-CAT-IND-015","The application should not be vulnerable to race conditions.","CWE-362, NIST SP 800-53 SI-10","Sí","Alta","","Condiciones de carrera pueden derivar en accesos no autorizados o corrupción de datos.","43.0","43.97030000000004","[]"
"SEC-CAT-IND-016","The application must implement measures to prevent memory use after being released.","CWE-416, ISO/IEC 27002:2022 8.8","Sí","Alta","","Uso después de liberar memoria es una causa común de errores de seguridad graves.","43.0","21.43974161290324","[]"
"SEC-CAT-IND-017","The application should prevent null pointer reference.","CWE-476, ISO/IEC 27002:2022 8.8","Sí","Alta","","Buena práctica para asegurar la robustez del sistema ante accesos inválidos.","43.0","37.067285","[]"
"SEC-CAT-IND-018","The application must implement controls defined by the organization to protect the system's memory against unauthorized code execution.","NIST SP 800-53 SI-16, ISO/IEC 27002:2022 8.8","Sí","Alta","","Cumple requisitos de integridad del espacio de memoria y control de ejecución.","43.0","0.5649999999999977","[]"
"SEC-CAT-IND-019","The application should not be vulnerable to buffer overflow attacks.","CWE-119, NIST SP 800-53 SI-10, ISO/IEC 27002:2022 8.8","Sí","Alta","","Las sobrecargas de búfer son vectores clásicos de explotación. Requisito sólido.","43.0","34.00314500000001","[]"
"SEC-CAT-IND-020","The application should be designed to use components that are not vulnerable to XML attacks.","OWASP XML External Entity (XXE), CWE-611, ISO/IEC 27002:2022 8.30","Sí","Alta","","Mitigación contra ataques XXE está bien cubierta. Buen criterio de diseño seguro.","43.0","45.33881000000002","[]"
"SEC-CAT-IND-021","The application must implement repetition-resistant authentication mechanisms for network access for privileged and non-privileged accounts.","NIST SP 800-53 IA-2(8), ISO/IEC 27002:2022 8.2","Sí","Alta","","Prevención contra ataques de repetición. Enlace claro con mecanismos robustos de autenticación.","36.2","-33.98999999999995","[]"
"SEC-CAT-IND-022","Applications with SOAP messages requiring integrity must include: Message ID, Service Request, Timestamp, SAML Assertion (optional), all digitally signed.","WS-Security, NIST SP 800-95, ISO/IEC 27002:2022 10.4","Sí","Alta","","Elementos críticos para asegurar integridad y autenticidad en mensajes SOAP. Alineado con WS-Security.","45.0","4.301780000000017","[]"
"SEC-CAT-IND-023","The application must authenticate all endpoint devices before establishing any connection.","NIST SP 800-53 AC-17(1), ISO/IEC 27002:2022 5.15","Sí","Alta","","Prevención contra conexiones no autorizadas. Buen enfoque de seguridad de red.","43.0","12.9946025","[]"
"SEC-CAT-IND-024","Safe messages with WS-Security must have creation/expiration timestamps and sequence numbers.","WS-Security, NIST SP 800-95, ISO/IEC 27002:2022 10.4","Sí","Alta","","Uso de time-based tokens y control de secuencia es recomendado en entornos seguros SOAP.","43.0","46.46379032258068","[]"
"SEC-CAT-IND-025","The application must verify validity periods in WS-Security or SAML messages.","SAML 2.0 Core, WS-Security, ISO/IEC 27002:2022 10.4","Sí","Alta","","Control de expiración de tokens es obligatorio para proteger contra reusos indebidos.","43.0","19.87250000000003","[]"
"SEC-CAT-SEM-001","The application must define, document, and implement configurations adjusted restrictively with operational needs.","NIST SP 800-53 CM-2, ISO/IEC 27002:2022 5.14","Sí","Alta","","Configuración segura mínima necesaria reduce vectores de ataque.","43.0","0.0","[]"
"SEC-CAT-SEM-002","The application must define and implement due security settings to avoid DDoS attacks.","NIST SP 800-53 SC-5, ISO/IEC 27002:2022 8.16","Sí","Alta","","Medidas antiflujo masivo protegen disponibilidad, alineado con controles SC-5.","45.0","37.31694153846156","[]"
"SEC-CAT-SEM-003","The application must validate deserialization of non-reliable data before processing.","OWASP A08:2021, CWE-502, ISO/IEC 27002:2022 8.28","Sí","Alta","","Control vital ante ataques de deserialización insegura. Requisito válido y justificado.","43.0","3.768636363636375","[]"
"SEC-CAT-SEM-004","The application must be protected against CSRF through tokens, referrer validation and additional controls.","OWASP A05:2021, CWE-352, ISO/IEC 27002:2022 8.28","Sí","Alta","","Contramedidas múltiples contra CSRF reflejan enfoque integral y normativo.","43.0","0.4159999999999968","[]"
"SEC-CAT-SEM-005","The application must be configured to deactivate non-essential capabilities.","NIST SP 800-53 CM-7, ISO/IEC 27002:2022 8.9","Sí","Alta","","Deshabilitar funciones innecesarias reduce superficie de ataque.","37.42","-27.89999999999995","[]"
"SEC-CAT-SEM-006","The application should avoid showing users what is not required, including architecture in error events.","OWASP A01:2021, CWE-209, ISO/IEC 27002:2022 8.32","Sí","Alta","","Control de exposición en errores evita fuga de información interna.","43.0","46.94247959677422","[]"
"SEC-CAT-SEM-007","The application must identify and authenticate uniquely non-organizational users (or processes that act in their name).","NIST SP 800-53 IA-8, ISO/IEC 27002:2022 5.16","Sí","Alta","","Identificación y autenticación individualizada es clave para usuarios externos.","39.33","-8.365789473684202","[]"
"SEC-CAT-SEM-008","The application must identify and authenticate uniquely organizational users (or processes that act in their name).","NIST SP 800-53 IA-2, ISO/IEC 27002:2022 5.16","Sí","Alta","","Establecimiento de identidades únicas organizacionales es obligatorio en sistemas seguros.","41.0","0.0","[]"
"SEC-CAT-SEM-009","Applications issuing SAML statements must use FIPS-approved random numbers for SAML session generation.","FIPS 140-2, NIST SP 800-133, SAML 2.0 Core","Sí","Alta","","Uso de RNG seguros es requerido para asegurar unicidad y resistencia criptográfica.","43.0","32.43428571428572","[]"
"SEC-CAT-SEM-010","Each asserting party must provide unique identifiers for each SAML statement.","SAML 2.0 Core, NIST SP 800-95","Sí","Alta","","Evita colisiones o repetición de afirmaciones. Práctica estandarizada.","43.0","22.6993186538462","[]"
"SEC-CAT-SEM-011","Guarantee encrypted statements or equivalent confidentiality protections during intermediary transmission.","SAML 2.0 Bindings, WS-Security, ISO/IEC 27002:2022 10.1","Sí","Alta","","Protección de contenido de SAML durante tránsito. Requisito alineado con buenas prácticas.","45.0","0.0","[]"
"SEC-CAT-SEM-012","Use <NotBefore>, <NotOnOrAfter>, and <OneTimeUse> with <Conditions> in SAML Assertions.","SAML 2.0 Core §2.5.1","Sí","Alta","","Uso combinado limita reutilización indebida de afirmaciones.","43.0","38.97600826086959","[]"
"SEC-CAT-SEM-013","Use NotOnOrAfter condition with SubjectConfirmation in SAML assertion.","SAML 2.0 Core §2.4.1.4","Sí","Alta","","Ayuda a restringir validez del canal de comunicación entre partes.","43.0","28.17501500000001","[]"
"SEC-CAT-SEM-014","Configure session cookies with HTTPOnly and Secure flags.","OWASP A07:2021, ISO/IEC 27002:2022 8.31","Sí","Alta","","Previene ataques de robo de cookies y MITM.","43.0","48.03755000000003","['Secure']"
"SEC-CAT-VOC-001","Keep updated on the components or libraries of the application.","OWASP A06:2021, ISO/IEC 27002:2022 8.34","Sí","Alta","","Gestión de versiones asegura integridad y seguridad del software.","43.0","42.09936500000002","[]"
"SEC-CAT-VOC-002","Remove or replace unsupported libraries or components.","OWASP A06:2021, ISO/IEC 27002:2022 8.34","Sí","Alta","","Bibliotecas sin soporte presentan vulnerabilidades. Buena práctica de mantenimiento seguro.","43.0","62.21550500000001","[]"
"SEC-CAT-VOC-003","The application must provide notifications or alerts when product updates and safety-related patches are available.","ISO/IEC 27002:2022 8.33, NIST SP 800-40","Sí","Alta","","Actualizaciones críticas requieren alertas para mitigar vulnerabilidades.","43.0","5.490000000000009","[]"
"SEC-CAT-IAF-001","The application must identify user actions that can be carried out without requiring identification or authentication.","NIST SP 800-53 AC-14, ISO/IEC 27002:2022 5.16","Sí","Alta","","Identifica riesgos asociados a funcionalidades públicas o pre-autenticadas.","43.0","8.216276315789468","[]"
"SEC-CAT-IAF-002","Organizations must submit EHRI-linked POS users to a formal registration process.","ISO/IEC 27002:2022 5.18, HIPAA §164.308(a)(3)(ii)(A)","Sí","Alta","","Proceso de registro estructurado asegura trazabilidad y acceso autorizado.","43.0","32.851327142857166","[]"
