ID,Descripción
SEC-CAT-BAC-001, "La aplicación implementará y aplicará un doble control de acceso antes de eliminar usuarios, historiales médicos."
SEC-CAT-BAC-002, "La aplicación debe incorporar mecanismos robustos de control de acceso para evitar la elusión de las comprobaciones de control de acceso mediante la manipulación de la URL. Deben evitarse y contrarrestarse las siguientes tácticas de elusión del control de acceso: 1. Modificación de la URL (manipulación de parámetros o navegación forzada). 2. Modificación del estado interno de la aplicación. 3. Modificación de la página HTML. 4. Uso de herramientas de ataque para modificar las peticiones API"
SEC-CAT-BAC-003, "La aplicación debe implementar medidas de seguridad para prevenir la elevación de privilegios. Evitar situaciones en las que un usuario pueda actuar sin estar autenticado o un administrador pueda actuar como un usuario normal después de iniciar sesión."
SEC-CAT-BAC-004, "La aplicación debe aplicar controles de acceso estrictos y flexibles para los usuarios autorizados, impidiendo el acceso no autorizado a la API y garantizando la propiedad de los registros."
SEC-CAT-BAC-005, "La aplicación debe impedir el acceso no autorizado a los dispositivos de procesamiento de datos y asignar funciones a los usuarios para proteger la integridad de la ePHI frente a alteraciones no autorizadas."
SEC-CAT-BAC-006, "El sistema debe permitir la asignación de usuarios a grupos de trabajo y conceder acceso a los registros en función de estos grupos. Este acceso puede ser a través de una estación de trabajo, transacción, programa, proceso u otro mecanismo."
SEC-CAT-BAC-007, "El sistema debe aplicar medidas para controlar quién utiliza el sistema de tratamiento de datos, garantizando que los usuarios se autentiquen con un autentificador individual antes de utilizar un autentificador de grupo."
SEC-CAT-BAC-008, "El sistema debe establecer un proceso formal de alta y baja de usuarios que facilite el acceso a los sistemas de información sanitaria. Este proceso debe garantizar un alineamiento consistente entre el nivel de autenticación, el mapeo de usuarios a roles, roles a funciones del sistema, y el nivel de acceso a ser otorgado al usuario."
SEC-CAT-CRF-001, "El sistema debe implantar una infraestructura criptográfica robusta validada por FIPS para cifrar y descifrar la información sanitaria protegida electrónicamente con el fin de garantizar una protección adecuada de la información sensible."
SEC-CAT-CRF-002, "La aplicación debe garantizar la seguridad de la integridad y confidencialidad durante la transmisión de la ePHI a través de redes electrónicas siguiendo las normas de salvaguarda técnica establecidas en el marco normativo."
SEC-CAT-CRF-003, "La aplicación debe garantizar el almacenamiento seguro del identificador de sesión, asegurando que en ningún momento se incluya el identificador de sesión generado en las peticiones a través de la URL."
SEC-CAT-CRF-004, "La aplicación debe garantizar el cifrado de los mensajes cuando el SessionIndex esté vinculado a datos de privacidad."
SEC-CAT-CRF-005, "La aplicación debe almacenar exclusivamente representaciones criptográficas de contraseñas, siguiendo las mejores prácticas y utilizando módulos criptográficos validados por FIPS."
SEC-CAT-INJ-001, "La aplicación debe implementar medidas de validación de la entrada de datos antes de almacenarlos para garantizar la integridad y seguridad de la información procesada, almacenada o accesible a través de dispositivos de punto de usuario final."
SEC-CAT-INJ-002, "La aplicación debe ser segura frente a ataques de inyección SQL. Es necesario evitar posibles problemas de seguridad relacionados con la inyección SQL y ajustar la aplicación para eliminar cualquier riesgo asociado a este ataque."
SEC-CAT-INJ-003, "La aplicación debe implementar restricciones efectivas sobre los tipos de archivos que los usuarios pueden cargar para evitar la carga de archivos peligrosos que puedan ser procesados automáticamente en el entorno de la aplicación."
SEC-CAT-INJ-004, "La aplicación debe implementar medidas de protección contra inyecciones de comandos. Dependiendo de la arquitectura de la aplicación, ésta debe ser modificada para escapar/sanitizar la entrada de caracteres especiales o configurar el sistema para proteger contra ataques de inyección de comandos."
SEC-CAT-INJ-005, "La aplicación debe implementar medidas de protección contra vulnerabilidades de Cross-Site Scripting (XSS) para prevenir ataques de inyección de código malicioso."
SEC-CAT-INJ-006, "La aplicación debe implementar un mecanismo de validación de salida de información para los siguientes programas de software y/o aplicaciones: [informes listado de tablas de datos]."
SEC-CAT-IND-001, "El sistema debe garantizar que los datos sólo se procesan siguiendo las directivas proporcionadas en el control de flujo de datos."
SEC-CAT-IND-002, "El sistema debe aplicar medidas para impedir la transferencia no autorizada e involuntaria de información a través de los recursos compartidos del sistema."
SEC-CAT-IND-003, "La aplicación debe mostrar una notificación de uso del sistema y de privacidad antes de conceder el acceso. Este aviso debe contener información sobre la propiedad del sistema, la supervisión, registro y auditoría del uso, las sanciones por uso no autorizado y la aceptación de estas condiciones por parte del usuario."
SEC-CAT-IND-004, "El sistema debe generar mensajes de error que proporcionen al usuario la información necesaria para realizar acciones correctivas sin revelar detalles que puedan ser explotados."
SEC-CAT-IND-005, "La aplicación debe separar física o lógicamente la funcionalidad del usuario, incluidos los servicios de interfaz de usuario y la funcionalidad de gestión del sistema."
SEC-CAT-IND-006, "La aplicación debe estar diseñada para no utilizar código móvil emergente o no categorizado."
SEC-CAT-IND-007, "La aplicación no debe contener datos de autenticación incorporados en su código, archivos de configuración, scripts, archivos HTML o cualquier archivo ASCII."
SEC-CAT-IND-008, "La aplicación no debe escribir datos sensibles en los registros de la aplicación. La aplicación debe diseñarse o reconfigurarse para evitar incluir datos sensibles en los registros."
SEC-CAT-IND-009, "La aplicación no debe almacenar o retener innecesariamente información sensible en campos ocultos. Es imprescindible eliminar esta información lo antes posible, o en su lugar, utilizar prácticas como el token o el truncado, siguiendo las directrices de PCI DSS para garantizar un almacenamiento seguro."
SEC-CAT-IND-010, "La aplicación debe garantizar que los archivos de configuración y control no se almacenan en el mismo directorio que los datos de usuario. Los datos de usuario de la aplicación deben estar ubicados en un directorio distinto del código de la aplicación, y deben establecerse permisos para los archivos de usuario a fin de restringir el acceso de los usuarios a la configuración de la aplicación."
SEC-CAT-IND-011, "La aplicación no debe alojarse en un servidor de propósito general si la aplicación es designada como crítica o de alta disponibilidad por el Oficial de Seguridad de la Información (ISSO). Las aplicaciones críticas no compartidas por otras aplicaciones menos críticas deben implementarse en servidores."
SEC-CAT-IND-012, "La aplicación debe implementar una limitación adecuada de las rutas de acceso para evitar la manipulación maliciosa de rutas que pueda conducir a la revelación no autorizada de archivos o directorios."
SEC-CAT-IND-013, "La aplicación debe estar protegida contra vulnerabilidades de representación canónica. Se debe seleccionar una forma canónica adecuada y canonizar toda la entrada del usuario antes de tomar decisiones de autorización."
SEC-CAT-IND-014, "La aplicación debe incorporar un enfoque de "fallo seguro" mediante una gestión segura de errores para evitar vulnerabilidades derivadas de una gestión incorrecta de códigos de retorno y excepciones en todos los componentes del sistema."
SEC-CAT-IND-015, "La aplicación no debe ser vulnerable a condiciones de carrera."
SEC-CAT-IND-016, "La aplicación debe implementar medidas para prevenir el uso de memoria después de ser liberada ya que la referencia a memoria después de ser liberada puede causar fallos en el programa, el uso de valores inesperados, o ejecutar código no deseado."
SEC-CAT-IND-017, "La aplicación debe prevenir la referencia a punteros nulos, evitando intentar acceder a un puntero nulo, lo que podría provocar fallos o salidas inesperadas."
SEC-CAT-IND-018, "La aplicación debe implementar controles definidos por la organización para proteger la memoria del sistema contra la ejecución de código no autorizado."
SEC-CAT-IND-019, "La aplicación no debe ser vulnerable a ataques de desbordamiento de búfer."
SEC-CAT-IND-020, "La aplicación debe diseñarse para utilizar componentes que no sean vulnerables a ataques XML."
SEC-CAT-IND-021, "La aplicación debe implementar mecanismos de autenticación resistentes a la repetición para el acceso a la red de cuentas con y sin privilegios."
SEC-CAT-IND-022, "Las aplicaciones con mensajes SOAP que requieran integridad deben incluir los siguientes elementos de mensaje: -ID del mensaje -Solicitud de servicio -Sello de fecha y hora -Aserción SAML (incluida opcionalmente en los mensajes), y todos los elementos del mensaje deben estar firmados digitalmente."
SEC-CAT-IND-023, "La aplicación debe autenticar todos los dispositivos terminales conectados a la red antes de establecer cualquier conexión."
SEC-CAT-IND-024, "Los mensajes seguros con WS-Security deben tener marcas de tiempo que indiquen cuando fueron creados y cuando expiraron. La aplicación debe estar diseñada para utilizar estas marcas de tiempo y números de secuencia en los mensajes WS-Security."
SEC-CAT-IND-025, "La aplicación debe verificar los periodos de validez en todos los mensajes que utilicen declaraciones WS-SECURITY o SAML. Diseñe y configure la aplicación para utilizar y verificar los periodos de validez en todos los perfiles de token WS-Security y declaraciones SAML."
SEC-CAT-SEM-001, "La aplicación debe definir, documentar e implementar configuraciones, incluyendo seguridad, hardware, software, servicios y redes, ajustándolas de la forma más restrictiva consistente con los requerimientos operacionales."
SEC-CAT-SEM-002, "La aplicación debe definir e implementar las debidas configuraciones de seguridad para evitar ataques DDoS."
SEC-CAT-SEM-003, "La aplicación debe implementar medidas para validar la deserialización de datos no fiables y garantizar que los datos resultantes son válidos antes de procesarlos."
SEC-CAT-SEM-004, "La aplicación debe estar protegida contra las vulnerabilidades de FORJACIÓN DE SOLICITUDES CROSS-SITE (CSRF) mediante la configuración para utilizar tokens de desafío impredecibles y verificar la referencia HTTP garantizando que la solicitud se emitió desde el propio sitio. Además deben implementarse los controles de mitigación necesarios como el uso de servicios de reputación web".
SEC-CAT-SEM-005, "La aplicación debe configurarse para desactivar las capacidades no esenciales."
SEC-CAT-SEM-006, "La aplicación debe evitar mostrar a los usuarios lo que no sea necesario. Es necesario configurarla para que no revele detalles técnicos sobre la arquitectura en eventos de error."
SEC-CAT-SEM-007, "La aplicación debe identificar y autenticar de forma única a los usuarios no organizativos (o procesos que actúen en nombre de usuarios no organizativos)."
SEC-CAT-SEM-008, "La aplicación debe identificar y autenticar de forma única a los usuarios de la organización (o procesos que actúen en nombre de usuarios de la organización)."
SEC-CAT-SEM-009, "Las aplicaciones que emiten declaraciones SAML deben utilizar números aleatorios aprobados por FIPS para generar sesiones SAML en el elemento AuthnStatement de Saml".
SEC-CAT-SEM-010, "La aplicación debe garantizar que cada parte que emite declaraciones (Asserting Party) proporciona identificadores únicos para cada declaración SAML (Security Assertion Markup Language). Se requiere diseñar y configurar cada autoridad de afirmación SAML para utilizar identificadores de afirmación únicos."
SEC-CAT-SEM-011, "La aplicación debe garantizar el uso de declaraciones cifradas o protecciones de confidencialidad equivalentes cuando los datos de la declaración se transmiten a través de un intermediario, y la confidencialidad de las declaraciones de declaraciones es necesaria durante la transmisión a través del intermediario."
SEC-CAT-SEM-012, "La aplicación debe utilizar tanto los elementos <NotBefore> y <NotOnOrAfter> como el elemento <OneTimeUse> cuando utilice el elemento <Conditions> en una aserción SAML."
SEC-CAT-SEM-013, "La aplicación debe utilizar la condición NotOnOrAfter cuando utilice el elemento SubjectConfirmation en una aserción SAML."
SEC-CAT-SEM-014, "La aplicación debe configurar las cookies de sesión con las siguientes propiedades: o Establecer la bandera HTTPOnly en las cookies de sesión. o Asegurarse de que la bandera segura (Secure) está activada en las cookies de sesión."
SEC-CAT-VOC-001, "Mantener actualizados los componentes o librerías de la aplicación."
SEC-CAT-VOC-002, "Las librerías o componentes de software que no cuenten con el soporte o mantenimiento deben ser eliminados o sustituidos."
SEC-CAT-VOC-003, "La aplicación debe proporcionar notificaciones o alertas cuando estén disponibles actualizaciones del producto y parches relacionados con la seguridad."
SEC-CAT-IAF-001, "La aplicación debe identificar las acciones de usuario que pueden llevarse a cabo en el sistema sin necesidad de identificación o autenticación."
SEC-CAT-IAF-002, "Todas las organizaciones que se conecten al Sistema de Información del Registro Electrónico Sanitario (EHRI) deben someter a los posibles usuarios de Sistemas Punto de Venta (POS) que se conecten a EHRI a un proceso formal de registro de Usuarios."
SEC-CAT-IAF-003, "La aplicación, cuando utilice autenticación basada en PKI, debe validar los certificados construyendo una cadena de certificación (incluyendo información de estado) hacia un anclaje de confianza aceptado, por lo que la aplicación debe estar diseñada para crear una cadena de certificación hacia un Anclaje de Confianza aceptado cuando utilice autenticación basada en PKI."
SEC-CAT-IAF-004, "La aplicación, cuando utilice autenticación basada en infraestructura de clave pública (PKI), debe garantizar el acceso autorizado a la clave privada correspondiente, por lo que la aplicación o el mecanismo de control de acceso pertinente debe estar configurado para garantizar el acceso autorizado a la(s) clave(s) privada(s) de la aplicación."
SEC-CAT-IAF-005, "La aplicación debe implantar procedimientos para verificar que la persona o entidad que pretende acceder a la información sanitaria electrónica protegida es quien dice ser."
SEC-CAT-IAF-006, "La aplicación debe imponer un límite de 3 intentos de inicio de sesión no válidos por parte de un usuario durante 15 minutos y bloquear automáticamente la cuenta durante 1 hora; bloquear la cuenta o el nodo hasta que un administrador lo libere; retrasar el siguiente aviso de inicio de sesión durante 1 hora; notificar al administrador del sistema; adoptar el bloqueo permanente de la cuenta cuando se supere el número máximo de intentos fallidos."
SEC-CAT-IAF-007, "La aplicación debe implantar procedimientos para verificar que la persona o entidad que pretende acceder a la información sanitaria electrónica protegida es quien dice ser."
SEC-CAT-IAF-008, "La aplicación debe implementar una autenticación multifactor robusta, utilizando al menos dos factores de autenticación (por ejemplo, CAC, Alt. Token) para acceder a redes y cuentas no privilegiadas."
SEC-CAT-IAF-009, "La aplicación debe permitir a los usuarios utilizar una única credencial de identidad (login único), ya sean pacientes o proveedores, cuando el portal proporcione acceso a otras aplicaciones o servicios con mecanismos de autenticación independientes."
SEC-CAT-IAF-010, "La aplicación debe considerar y seleccionar niveles robustos de garantía de identidad siguiendo los roles de los usuarios, definiendo los mecanismos necesarios para probar la identidad del registro inicialmente."
SEC-CAT-IAF-011, "La aplicación debe considerar y seleccionar niveles robustos de garantía de identidad siguiendo los roles de los usuarios, definiendo los mecanismos necesarios para probar la identidad del registro inicialmente."
SEC-CAT-IAF-012, "La aplicación debe implementar procedimientos de login seguros que protejan contra intentos de login por fuerza bruta."
SEC-CAT-IAF-013, "La aplicación debe considerar que al autenticar al usuario se implementan al menos los dos factores del mecanismo de autenticación."
SEC-CAT-IAF-014, "La aplicación debe requerir la reautenticación de usuarios y dispositivos cuando cambien los autenticadores, roles o categorías de seguridad de los sistemas de información."
SEC-CAT-IAF-015, "En caso de error durante el inicio de sesión, la aplicación no debe ofrecer mensajes de ayuda específicos que puedan beneficiar a un usuario no autorizado."
SEC-CAT-IAF-016, "La aplicación no debería mostrar identificadores del sistema o de la aplicación hasta que el proceso de inicio de sesión se haya completado con éxito."
SEC-CAT-IAF-017, "La aplicación no debe permitir que las contraseñas se transmitan en texto claro en una red, siguiendo la sección 9.4.2 J) de procedimientos de inicio de sesión seguro."
SEC-CAT-IAF-018, "Durante los procedimientos de inicio de sesión, la aplicación no debería mostrar la contraseña que se está introduciendo."
SEC-CAT-IAF-019, "La aplicación debe prohibir la reutilización de contraseñas durante un mínimo de cinco generaciones."
SEC-CAT-IAF-020, "La aplicación debe permitir el uso de una contraseña temporal para la sesión en el sistema, con un cambio inmediato a una contraseña permanente."
SEC-CAT-IAF-021, "La aplicación debe, cuando se complete un inicio de sesión con éxito, mostrar la siguiente información: 1. Fecha y hora del último inicio de sesión con éxito. 2. Detalles de cualquier inicio de sesión e intentos de inicio de sesión desde la última sesión correcta."
SEC-CAT-IAF-022, "La aplicación debe aplicar una política de vida mínima de la contraseña de 24 horas/1 día."
SEC-CAT-IAF-023, "La aplicación debe aplicar una restricción de contraseña máxima de 60 días."
SEC-CAT-IAF-024, "La aplicación debe garantizar que el cambio de contraseña requiera el cambio de al menos ocho caracteres."
SEC-CAT-IAF-025, "La aplicación debe cumplir las siguientes políticas de complejidad de contraseñas: o Exigir al menos un carácter especial. o Aplicar una longitud mínima de contraseña de 15 caracteres. o Exigir al menos un carácter en mayúscula. o Exigir al menos un carácter en minúscula. o Imponer la complejidad de la contraseña exigiendo al menos un carácter numérico."
SEC-CAT-IAF-026, "La aplicación debe impedir que los usuarios, excepto el administrador o el usuario asociado a la contraseña, realicen cambios de contraseña."
SEC-CAT-IAF-027, "No envíe ni implemente credenciales predeterminadas especialmente para administradores".
SEC-CAT-IAF-028, "La aplicación debe limitar a tres el número de sesiones concurrentes para cada cuenta."
SEC-CAT-IAF-029, "La aplicación debe limitar a tres el número de sesiones concurrentes para cada cuenta."
SEC-CAT-IAF-030, "La aplicación EHRI debe restringir la duración de las conexiones a los servicios de aplicación para proporcionar seguridad adicional en el acceso a dichas aplicaciones."
SEC-CAT-IAF-031, "La aplicación debe implementar procedimientos electrónicos que finalicen automáticamente una sesión electrónica tras un periodo de inactividad predeterminado."
SEC-CAT-IAF-032, "La aplicación debe finalizar automáticamente la sesión del usuario administrador y cerrar la sesión del administrador una vez transcurrido un periodo de inactividad de 10 minutos."
SEC-CAT-IAF-033, "La aplicación debe finalizar automáticamente la sesión de usuario sin privilegios y cerrar la sesión de los usuarios sin privilegios una vez transcurrido un periodo de inactividad de 15 minutos."
SEC-CAT-IAF-034, "La aplicación debe finalizar automáticamente la sesión de usuario sin privilegios y cerrar la sesión de usuarios sin privilegios una vez transcurrido un periodo de inactividad de 15 minutos."
SEC-CAT-IAF-035, "La aplicación debe garantizar que, al final de una sesión, se cierren todas las conexiones de red vinculadas a esa sesión y se destruyan el identificador de sesión y los datos de las cookies."
SEC-CAT-IAF-036, "La aplicación debe ser capaz de revocar a tiempo los privilegios de acceso del usuario, lo que implica impedir inmediatamente que el usuario acceda al sistema una vez revocados sus privilegios."
SEC-CAT-IAF-037, "La aplicación debe finalizar las sesiones de usuario existentes eliminando una cuenta. Configure la aplicación para cerrar las sesiones de usuario cuyas cuentas se hayan eliminado."
SEC-CAT-IAF-038, "La aplicación debe eliminar o desactivar automáticamente las cuentas de usuario temporales 72 horas después de su creación. Configure las cuentas temporales para que se eliminen o desactiven automáticamente después de 72 horas de su creación."
SEC-CAT-IAF-039, "La aplicación debe desactivar automáticamente las cuentas de usuario después de un período de inactividad de 35 días."
SEC-CAT-SDF-001, "La aplicación debe adquirir componentes únicamente de fuentes oficiales a través de enlaces seguros. Se debe dar preferencia a los paquetes firmados para reducir la posibilidad de incluir un componente modificado o malicioso."
SEC-CAT-SDF-002, "La aplicación debe incorporar una herramienta de seguridad de la cadena de suministro de software para verificar que los componentes no contengan vulnerabilidades conocidas."
SEC-CAT-SDF-003, "La aplicación debe contar con un proceso para revisar el código y los cambios de configuración a fin de minimizar la posibilidad de introducción de código malicioso o de configuración en el flujo de trabajo del software".
SEC-CAT-SDF-004, "La aplicación debe garantizar que su canal de integración continua/implementación continua (CI/CD) cuente con la segregación configuración segura y control de acceso adecuados para garantizar la integridad del código que fluye a través de los procesos de construcción e implementación".
SEC-CAT-SDF-005, "La aplicación debe garantizar que los datos serializados no firmados ni cifrados no se envíen a clientes no confiables sin verificación de integridad o firma digital para detectar manipulaciones o reproducciones de los datos serializados".
SEC-CAT-SDF-006, "La aplicación debe poder mostrar el contenido previo de un registro en cualquier momento así como los detalles asociados de quién ingresó aceptó o modificó los datos y en qué momento". 
SEC-CAT-SDF-007, "La aplicación debe implementar políticas y procedimientos para proteger la información electrónica de salud protegida (EPHI) contra alteraciones o destrucciones indebidas".
SEC-CAT-LMF-001, "La aplicación debe implementar un proceso integral de gestión de seguridad para garantizar el no repudio la confidencialidad la integridad y la disponibilidad de toda la información electrónica de salud protegida (EPHI) creada recibida mantenida o transmitida. Este proceso debe incluir la revisión periódica de los registros de actividad del sistema como registros de auditoría informes de acceso e informes de monitoreo de seguridad".
SEC-CAT-LMF-002, "La aplicación debe implementar un proceso integral de gestión de seguridad para garantizar el no repudio la confidencialidad la integridad y la disponibilidad de toda la información electrónica de salud protegida (EPHI) creada recibida mantenida o transmitida. Este proceso debe incluir la revisión periódica de los registros de actividad del sistema como registros de auditoría informes de acceso e informes de monitoreo de seguridad".
SEC-CAT-LMF-003, "La aplicación debe tener una capacidad de reducción de auditorías que facilite la investigación tras incidentes de seguridad. La aplicación debe estar configurada para ofrecer una capacidad de reducción de auditorías que facilite las investigaciones forenses". 
SEC-CAT-LMF-004, "La aplicación debe generar registros de auditoría cuando se realizan intentos exitosos o fallidos de otorgar privilegios. Configure la aplicación para auditar los intentos exitosos y fallidos de otorgar privilegios".
SEC-CAT-LMF-005, "La aplicación debe generar registros de auditoría para los intentos exitosos y fallidos de modificar privilegios niveles de seguridad y categorías de información".
SEC-CAT-LMF-006, "La aplicación debe generar registros de auditoría para los intentos exitosos y fallidos de eliminación de privilegios niveles de seguridad objetos de seguridad de la base de datos y categorías de información".
SEC-CAT-LMF-007, "La aplicación debe generar registros de auditoría para actividades privilegiadas accesos a nivel de sistema accesos exitosos/no exitosos a objetos y todos los accesos directos al sistema de información. Se debe configurar la aplicación en los tickets de registro correspondientes a cada tipo de actividad mencionada".
SEC-CAT-LMF-008, "La aplicación debe registrar las acciones de los usuarios relacionadas con el acceso y los cambios de datos. Esto incluye la identificación de elementos de datos específicos que requieren protección y la auditoría de todos los accesos y modificaciones de datos".
SEC-CAT-LMF-009, "La aplicación debe auditar la ejecución de funciones privilegiadas. Configure la aplicación para registrar las entradas de registro cuando se ejecutan funciones privilegiadas. Asegúrese como mínimo de que se registre la acción específica realizada en la fecha y hora del evento". 
SEC-CAT-LMF-010, "La aplicación debe generar registros de auditoría seguros cada vez que un usuario: 1. Acceda cree o actualice la información personal de salud (PHI) de un paciente/persona a través de la aplicación; 2. Cancele las directivas de consentimiento de un paciente/persona a través de la aplicación; 3. Acceda a través de la aplicación a datos bloqueados o enmascarados por instrucción de un paciente/persona; 4. Acceda cree o actualice los datos de registro del usuario en la aplicación".
SEC-CAT-LMF-011, "La aplicación debe generar registros de auditoría que muestren el inicio y el final del acceso del usuario al sistema así como los eventos relacionados con el inicio el cierre y la duración de las sesiones".
SEC-CAT-LMF-012, "La aplicación debe iniciar la auditoría de las sesiones al inicio. Configure la aplicación para que comience a registrar los eventos de la aplicación en cuanto se inicie".
SEC-CAT-LMF-013, "La aplicación debe registrar los eventos de cierre de la aplicación. Configure la aplicación o el servidor de aplicaciones para que registre los eventos de cierre de la aplicación en los registros de eventos".
SEC-CAT-LMF-014, "La aplicación debe generar registros de auditoría cuando se produzcan intentos de inicio de sesión ya sean exitosos o fallidos". 
SEC-CAT-LMF-015,"La aplicación debe garantizar que los registros de auditoría contengan información que establezca lo siguiente: 1. Cuando se utiliza el registro centralizado; la aplicación debe incluir un identificador único para distinguirse de otros registros de aplicaciones. 2. Qué tipo de evento ocurrió; 3. La función realizada por el usuario que accede; 4. Cuándo ocurrió el evento con una marca de marca de tiempo que cumple con una granularidad de un segundo para un grado mínimo de precisión. 5. Dónde ocurrió el evento; 6. La organización del usuario que accede (al menos en aquellos casos en que una persona accede a la información en nombre de más de una organización); 7. Origen del evento que establece la identidad de cualquier persona o proceso asociado con el evento; 8. Direcciones de red y protocolos; 9. Direcciones IP de destino; 10. Identidad o ubicación del dispositivo si es posible e identificador del sistema; 11. El resultado del evento; 12. Identidad de cualquier persona sujeto u objeto/entidad asociado con el evento que utiliza el nombre de usuario o ID de usuario del usuario relacionado con el evento; 13. El rol que ejerce el usuario; 14. En caso de anulación del acceso a registros o partes de registros bloqueados o enmascarados el motivo de la anulación elegido por el usuario que accede; 15. En caso de cambios en las directivas de consentimiento realizados por un sustituto en la toma de decisiones la identidad de este."
SEC-CAT-LMF-016, "La aplicación debe realizar copias de seguridad de los registros de auditoría al menos cada siete días en un sistema o componente diferente del auditado."
SEC-CAT-LMF-017, "La aplicación debe conservar los registros de auditoría durante un período específico, determinado por las regulaciones y estándares médicos. Esta retención debe abarcar de 7 a 75 años, según los requisitos legales y de información del Estado. Algunos estados pueden exigir que los registros médicos se conserven en el hospital para garantizar la accesibilidad continua."
SEC-CAT-LMF-018, "La aplicación de gestión de registros debe garantizar el acceso y la protección contra modificaciones y eliminaciones no autorizadas, así como la integridad de las herramientas de auditoría para evitar el uso o la manipulación indebida."
SEC-CAT-LMF-019, "La aplicación debe implementar medidas de control estrictas para la eliminación, replicación y consulta de los registros de auditoría, garantizando un control total sobre la entrada, lectura, manipulación y eliminación de datos." 
SEC-CAT-LMF-020,"La aplicación debe transferir registros de auditoría a un sistema o medio diferente del sistema auditado y estar configurada para escribir registros de la aplicación en un repositorio centralizado."
SEC-CAT-LMF-021, "La aplicación debe permitir la revisión y el análisis centralizado de los registros de auditoría con opciones de filtrado definidas por la organización".
SEC-CAT-LMF-022, "Al menos un administrador de la aplicación debe estar registrado para recibir notificaciones de actualizaciones o alertas de seguridad cuando estén disponibles automáticamente. Los administradores deben registrarse para recibir notificaciones de actualización lo que les permite detener y actualizar aplicaciones y componentes de la aplicación".
SEC-CAT-LMF-023, "La aplicación debe generar registros de auditoría cuando se produce una sesión simultánea desde diferentes estaciones de trabajo". 
SEC-CAT-LMF-024, "El EHRI debe poder registrar e informar de forma segura cada acceso a los registros de un paciente/persona, cumpliendo con los siguientes requisitos: 1. Identificar a todos los usuarios que han accedido o modificado los registros de un paciente/persona en un período determinado. 2. Proporcionar funcionalidad para informar a un usuario determinado: • Los registros a los que puede acceder. • Puede acceder a las secciones específicas del/de los registro(s). • Los privilegios que tiene sobre cada uno de estos registros. 3. Identificar a todos los pacientes/personas cuyos registros han sido accedidos o modificados por un usuario específico en un período determinado. 4. El sistema debe generar un evento de seguridad en caso de un intento o posible éxito de violar los controles de inicio de sesión."
SEC-CAT-LMF-025, "La aplicación debe notificar al administrador, auditar y registrar las modificaciones realizadas en la configuración de la aplicación."
SEC-CAT-LMF-026, "La aplicación debe notificar a los administradores del sistema y a los responsables de seguridad del sistema (ISSO) sobre las acciones de activación de cuentas. La aplicación debe estar configurada para enviar notificaciones al administrador del sistema y al ISSO cuando se habilitan las cuentas de la aplicación".
SEC-CAT-LMF-027, "La aplicación debe notificar a los administradores del sistema y a los responsables de seguridad del sistema (ISSO) sobre las acciones de desactivación de cuentas. La aplicación debe estar configurada para enviar notificaciones al administrador del sistema y al ISSO cuando se habilitan las cuentas de la aplicación".
SEC-CAT-LMF-028, "La aplicación debe notificar a los administradores del sistema y a los responsables de seguridad del sistema (ISSO) sobre la creación de cuentas de la aplicación".
SEC-CAT-LMF-029, "La aplicación debe notificar a los administradores del sistema y a los responsables de seguridad de la información del sistema (ISSO) sobre las acciones de eliminación de cuentas. La configuración de la aplicación debe incluir la notificación al administrador del sistema y al ISSO cuando se eliminan las cuentas de la aplicación". 
SEC-CAT-LMF-030,"La aplicación debe notificar a los administradores del sistema y a los oficiales de seguridad del sistema (ISSO) cuando se modifican las cuentas de usuario".
SEC-CAT-LMF-031, "La aplicación debe proporcionar funciones para analizar registros y auditar rastros a fin de identificar a todos los usuarios que han accedido o modificado registros de pacientes/personas durante un período determinado".
SEC-CAT-LMF-032, "La aplicación debe alertar al Oficial de Seguridad de la Información (ISSO) y al Administrador del Sistema (SA) en caso de una falla en el procesamiento de la auditoría. La aplicación debe estar configurada para enviar una alarma cuando el sistema de auditoría falla o está experimentando una falla".
SEC-CAT-SRF-001, "La aplicación debe implementar medidas de protección para prevenir vulnerabilidades de SSRF incluyendo controles de red y de capa de aplicación".